10000	2
59.91368021	-158.1125415
65.9433366	-150.1487401
57.50602382	-157.0004409
60.17988702	-153.1989951
60.56621996	-154.5952644
62.59334404	-149.3234071
68.97007257	-152.4889678
61.54415516	-153.648884
62.49959705	-161.990436
59.90976391	-150.4890966
40.23654824	-120.9406692
32.18598576	-113.0427696
32.32727647	-110.6375223
35.49974934	-118.419755
37.29186725	-118.8578669
34.5234677	-118.9464516
40.58589578	-120.1527045
37.59759099	-119.274182
39.37776137	-123.5428078
36.24562977	-118.3561201
38.87176572	-104.9853101
40.0935432	-120.4051785
39.51263563	-121.0587401
40.37753643	-121.1306236
34.7630269	-119.7288475
39.47708549	-120.1885833
41.94225187	-123.2139346
41.42397297	-121.7977788
40.04428691	-122.8723048
40.12812689	-121.7280067
40.22875911	-123.2221612
38.0213227	-119.5606113
26.1639884	-80.61552148
28.00478051	-80.81070906
25.46207617	-80.72898741
38.47621675	-119.7527569
29.09683102	-81.73451392
39.70936438	-122.8080968
39.40583581	-122.8432941
41.5572717	-123.7694338
41.08527707	-123.5008653
38.93548782	-120.3194742
38.68093131	-120.3235585
26.47144025	-80.54769459
41.19009538	-123.8883494
41.00415331	-123.2910059
43.24836586	-116.239047
33.98165659	-119.977696
37.75502072	-119.4407239
48.48044423	-92.81282818
48.15075486	-92.16378085
33.25807003	-119.485011
47.67841876	-111.3423942
35.38412077	-107.0930832
39.65589484	-120.8328296
32.73606881	-106.524655
34.70703395	-98.65348145
44.25725535	-123.9174882
43.80467297	-122.3114014
45.05514688	-121.9807894
39.99981348	-111.2911793
48.8315435	-121.3405331
46.54864486	-119.5390756
46.21969337	-120.9779585
48.84048184	-120.4093828
44.60766394	-122.2636106
34.86486563	-77.38465427
27.75839915	-80.76362868
25.65128508	-81.06119689
25.32952965	-81.03204298
40.82420109	-111.8023633
29.55930102	-91.86939271
29.10606613	-90.34247271
29.08922299	-89.20123274
46.82958299	-69.19992153
45.51264163	-70.57637174
45.01512538	-68.15671452
45.18170371	-70.9828139
45.67304217	-68.70816142
46.12487718	-69.97790439
45.27362839	-70.25385692
45.00800855	-67.84533411
46.12393602	-69.24204657
46.39233839	-68.10844906
45.91666502	-68.10908111
44.79937767	-70.60834902
45.26544364	-68.26522594
46.8654718	-68.39104852
44.91405613	-67.45966428
38.13609367	-75.19256208
41.5779145	-69.99252301
48.02373322	-90.80800661
48.01671945	-91.35835375
48.45209806	-95.39344418
48.52615853	-95.03796811
48.19661424	-95.01427355
