530	2
33.51690367	-112.0397623	493005.56
43.1463676	-77.6544848	142631.01
35.22596885	-80.86106846	468415.89
26.60220153	-81.87535388	331374.08
38.959408	-92.372126	58510.55
41.5149855	-87.4574355	44476.92
39.12899927	-94.82797178	38754.79
42.06445433	-70.86952783	144633.33
39.87163181	-74.95509742	854712.86
36.07234571	-95.91953519	294785.5
30.11784777	-81.69661531	419063.2
42.718404	-87.84354	61036.32
42.59106	-114.46082	35901.4
38.65455413	-121.3348687	342702.48
39.25580109	-76.61326308	1145370.65
38.43358467	-78.85836687	87681.66
36.6356746	-82.11730921	54894.26
33.47261542	-86.76566416	804321.72
40.30314398	-79.5290401	115519.19
36.10548652	-115.1789742	321244.85
40.0714171	-80.8664262	44867.23
34.04874546	-118.3502027	358652.82
38.47587	-77.4223	78917.35
42.21398	-83.35390457	40801.55
41.008093	-76.447279	10616.33
40.48548575	-88.95461028	52445.07
38.7807155	-90.6776895	179076.65
37.076479	-88.693243	71358.52
39.1627715	-86.494603	73287.63
26.19364736	-81.7814575	96069.33
45.01254644	-93.30580366	217471.34
33.0701385	-111.662518	85372.56
39.18804	-84.258091	57064.99
38.486028	-82.66129	63066.64
48.2382	-114.33125	33273.31
42.53977	-70.941779	19745.63
29.945657	-93.99545	70961.98
38.59057048	-121.442285	177510.11
40.8458982	-74.4662552	48211.08
39.98520367	-75.14165234	485666.75
34.1564935	-118.3349857	51731.66
38.16744	-84.89959	42028.01
41.2180315	-111.975733	114867.65
37.954742	-91.776411	13287.38
40.33415267	-75.93710867	125832.27
33.55630074	-101.9050934	442666.06
43.617211	-116.4737535	107590.77
38.20510605	-83.984885	57831.48
37.66735865	-77.22548467	192495.59
41.47062169	-87.3076759	63185.91
40.79640636	-73.26874272	267729.75
33.4568696	-94.08555245	77969.25
44.6968063	-73.4873208	51826.98
34.22175991	-118.6302365	459353.91
32.8610737	-83.70862553	272230.68
41.16088599	-104.7926538	77210.89
35.48849066	-89.66163866	169091.7
42.289157	-71.803997	45646.53
38.20354821	-85.64342337	567746.72
35.12993472	-89.8548736	658480.88
32.365982	-88.672098	80342
36.8305145	-119.782043	93215.28
37.69323904	-97.37209025	193611.19
39.79544885	-86.14928846	409866.83
38.071746	-97.894305	25262.44
26.56677775	-80.12914678	787473.09
47.99353925	-122.1996738	87061.88
36.7168187	-121.6579351	48122.47
34.1488287	-118.2582812	35031.47
35.65456267	-88.83881218	110349.47
36.86818806	-76.25206844	214103.73
34.58260863	-98.26476128	76772.29
34.60125	-118.14485	61603.22
37.81325773	-81.19688087	124439.11
40.418267	-86.835524	57066.58
33.79913352	-84.39667589	1988792.81
40.64149628	-111.8879808	758240.98
32.4011488	-90.3236707	203167.95
38.94397171	-77.50205857	1283386.51
40.459191	-78.408802	40234.9
42.00972103	-87.80536387	136766.77
36.13333488	-86.79721066	266038.41
32.01440145	-86.10798674	109991.3
33.84652775	-117.7796286	432718.36
30.81840096	-83.28955576	203254.24
34.23752333	-93.05680929	58964.25
36.1567355	-85.50628058	73593.2
41.41541707	-81.66723518	332989.11
34.10216285	-117.2987343	111707.09
33.37264633	-86.450558	200652.6
42.16334329	-87.95649181	318783.06
34.2540409	-119.0438923	142310.89
35.7985	-84.13154	147279.52
41.8423732	-72.57301623	132732.24
41.86730547	-87.66029505	257987.3
32.84144434	-117.1416152	343325.94
32.5211236	-92.31431521	252738.27
46.72735	-117.0132575	7325.87
33.8728635	-98.52916415	79326.21
34.28903918	-88.70703191	93183.25
36.07953922	-79.83661397	431276.73
40.42556054	-79.83733054	126403.34
39.824112	-75.543909	31309
37.078768	-94.476277	101428.32
39.764564	-89.702451	52045.08
37.39127	-113.3134825	81722.99
37.57605123	-77.53021537	569634.31
35.354658	-119.060492	64512.4
